treatment_group,customer_id,transaction
treatment 3,1119559,0
treatment 3,1120224,1
treatment 3,1122982,1
treatment 3,1123817,1
treatment 3,1124464,0
treatment 3,1125474,0
treatment 3,1126988,0
treatment 3,1127017,0
treatment 3,1127162,0
treatment 3,1127326,0
treatment 3,1127495,0
treatment 3,1127860,0
treatment 3,1128864,0
treatment 3,1130491,0
treatment 3,1131888,1
treatment 3,1135595,0
treatment 3,1136487,0
treatment 3,1136629,0
treatment 3,1137904,0
treatment 3,1139044,1
treatment 3,1140157,0
treatment 3,1141179,0
treatment 3,1141505,0
treatment 3,1142286,0
treatment 3,1142537,0
treatment 3,1142911,1
treatment 3,1142954,0
treatment 3,1143193,0
treatment 3,1143387,1
treatment 3,1148114,1
treatment 3,1148709,0
treatment 3,1151397,0
treatment 3,1152450,1
treatment 3,1153327,0
treatment 3,1153540,0
treatment 3,1154451,0
treatment 3,1159690,0
treatment 3,1160614,0
treatment 3,1160647,1
treatment 3,1162836,0
treatment 3,1162944,1
treatment 3,1163009,0
treatment 3,1163197,0
treatment 3,1163320,0
treatment 3,1164124,0
treatment 3,1164517,0
treatment 3,1166378,1
treatment 3,1166814,1
treatment 3,1169424,0
treatment 3,1169874,0
treatment 3,1170933,0
treatment 3,1172036,0
treatment 3,1173292,0
treatment 3,1175146,0
treatment 3,1175227,0
treatment 3,1176183,0
treatment 3,1177469,0
treatment 3,1178260,0
treatment 3,1179997,0
treatment 3,1180016,1
treatment 3,1180293,0
treatment 3,1180549,1
treatment 3,1182032,1
treatment 3,1183262,0
treatment 3,1184752,0
treatment 3,1185285,0
treatment 3,1185303,1
treatment 3,1186032,1
treatment 3,1186692,0
treatment 3,1187901,0
treatment 3,1188050,0
treatment 3,1190156,0
treatment 3,1190192,0
treatment 3,1190591,1
treatment 3,1195717,0
treatment 3,1196429,0
treatment 3,1196713,0
treatment 3,1196742,0
treatment 3,1197988,0
treatment 3,1198998,0
treatment 3,1199253,1
treatment 3,1199653,1
treatment 3,1199686,1
treatment 3,1200063,0
treatment 3,1200610,1
treatment 3,1201580,0
treatment 3,1202894,1
treatment 3,1205484,0
treatment 3,1206502,0
treatment 3,1207946,0
treatment 3,1209191,0
treatment 3,1209387,0
treatment 3,1210314,0
treatment 3,1210454,0
treatment 3,1210611,0
treatment 3,1211339,0
treatment 3,1211378,1
treatment 3,1212453,0
treatment 3,1212839,1
treatment 3,1213435,0
treatment 3,1213650,0
treatment 3,1214299,1
treatment 3,1214367,0
treatment 3,1215078,1
treatment 3,1215746,0
treatment 3,1216028,0
treatment 3,1216334,0
treatment 3,1216508,0
treatment 3,1217197,0
treatment 3,1217385,0
treatment 3,1218760,0
treatment 3,1219411,0
treatment 3,1219831,1
treatment 3,1220065,0
treatment 3,1220269,0
treatment 3,1222429,0
treatment 3,1222635,0
treatment 3,1223243,0
treatment 3,1224055,1
treatment 3,1225599,0
treatment 3,1226704,0
treatment 3,1227269,0
treatment 3,1227764,0
treatment 3,1228270,1
treatment 3,1228624,0
treatment 3,1232740,0
treatment 3,1232814,1
treatment 3,1233239,1
treatment 3,1234510,0
treatment 3,1237085,0
treatment 3,1238187,0
treatment 3,1238275,0
treatment 3,1238862,1
treatment 3,1238925,1
treatment 3,1239548,0
treatment 3,1239925,0
treatment 3,1240558,1
treatment 3,1240744,0
treatment 3,1243265,0
treatment 3,1243459,0
treatment 3,1243749,0
treatment 3,1244753,1
treatment 3,1244799,0
treatment 3,1244992,0
treatment 3,1245807,0
treatment 3,1246497,0
treatment 3,1246591,0
treatment 3,1248833,0
treatment 3,1249620,0
treatment 3,1249773,0
treatment 3,1250639,1
treatment 3,1250997,0
treatment 3,1253314,0
treatment 3,1254772,0
treatment 3,1255428,0
treatment 3,1255475,0
treatment 3,1256406,1
treatment 3,1257627,0
treatment 3,1259815,0
treatment 3,1259854,0
treatment 3,1260034,1
treatment 3,1260953,1
treatment 3,1261724,0
treatment 3,1261836,0
treatment 3,1262097,0
treatment 3,1262679,1
treatment 3,1263393,0
treatment 3,1263406,0
treatment 3,1264223,0
treatment 3,1264513,1
treatment 3,1265813,0
treatment 3,1267178,0
treatment 3,1267824,1
treatment 3,1268535,1
treatment 3,1268583,0
treatment 3,1270357,0
treatment 3,1271040,0
treatment 3,1271551,0
treatment 3,1272198,1
treatment 3,1272368,0
treatment 3,1275495,0
treatment 3,1275822,0
treatment 3,1276614,1
treatment 3,1277224,0
treatment 3,1277405,0
treatment 3,1277472,0
treatment 3,1277507,0
treatment 3,1277841,0
treatment 3,1279803,0
treatment 3,1280485,1
treatment 3,1280746,0
treatment 3,1281898,0
treatment 3,1285570,0
treatment 3,1286034,0
treatment 3,1287535,0
treatment 3,1287595,0
treatment 3,1287598,0
treatment 3,1289114,0
treatment 3,1289206,0
treatment 3,1289579,0
treatment 3,1289787,0
treatment 3,1290033,0
treatment 3,1290372,0
treatment 3,1291301,0
treatment 3,1291717,1
treatment 3,1292002,0
treatment 3,1292720,1
treatment 3,1293030,0
treatment 3,1294111,1
treatment 3,1294369,0
treatment 3,1294574,0
treatment 3,1294602,0
treatment 3,1295960,0
treatment 3,1296383,1
treatment 3,1297501,1
treatment 3,1297852,0
treatment 3,1299534,1
treatment 3,1299638,0
treatment 3,1299706,1
treatment 3,1299966,0
treatment 3,1300018,1
treatment 3,1300364,1
treatment 3,1301879,0
treatment 3,1302099,0
treatment 3,1302416,0
treatment 3,1302768,0
treatment 3,1302842,0
treatment 3,1303146,0
treatment 3,1303774,0
treatment 3,1304701,0
treatment 3,1305536,0
treatment 3,1306561,0
treatment 3,1306879,0
treatment 3,1307719,0
treatment 3,1309234,0
treatment 3,1309826,0
treatment 3,1309913,1
treatment 3,1310598,0
treatment 3,1310847,0
treatment 3,1311590,0
treatment 3,1311973,0
treatment 3,1313461,1
treatment 3,1316366,0
treatment 3,1317191,1
treatment 3,1317456,0
treatment 3,1317649,0
treatment 3,1319629,0
treatment 3,1321541,1
treatment 3,1321623,0
treatment 3,1321642,0
treatment 3,1323971,0
treatment 3,1324694,1
treatment 3,1324769,0
treatment 3,1325476,0
treatment 3,1325832,0
treatment 3,1326095,0
treatment 3,1327282,0
treatment 3,1327716,0
treatment 3,1329810,0
treatment 3,1330288,0
treatment 3,1330384,0
treatment 3,1330585,0
treatment 3,1332221,0
treatment 3,1333601,0
treatment 3,1333885,0
treatment 3,1334221,0
treatment 3,1335882,1
treatment 3,1335971,0
treatment 3,1336306,0
treatment 3,1336988,0
treatment 3,1337259,0
treatment 3,1337898,0
treatment 3,1338567,0
treatment 3,1338898,0
treatment 3,1339356,0
treatment 3,1339527,0
treatment 3,1341008,0
treatment 3,1341793,1
treatment 3,1343917,0
treatment 3,1345667,0
treatment 3,1346100,0
treatment 3,1346177,1
treatment 3,1346949,0
treatment 3,1347200,0
treatment 3,1348929,0
treatment 3,1351014,1
treatment 3,1351139,0
treatment 3,1352280,0
treatment 3,1352432,0
treatment 3,1353092,0
treatment 3,1355356,0
treatment 3,1355668,1
treatment 3,1355762,0
treatment 3,1355836,0
treatment 3,1356469,0
treatment 3,1358063,0
treatment 3,1360985,0
treatment 3,1360995,0
treatment 3,1361908,1
treatment 3,1362589,1
treatment 3,1362874,0
treatment 3,1365517,0
treatment 3,1365773,0
treatment 3,1365874,0
treatment 3,1367087,0
treatment 3,1367915,0
treatment 3,1369232,0
treatment 3,1371347,0
treatment 3,1371851,1
treatment 3,1372120,0
treatment 3,1373133,0
treatment 3,1373584,0
treatment 3,1374817,0
treatment 3,1375480,0
treatment 3,1376656,0
treatment 3,1377363,0
treatment 3,1377462,0
treatment 3,1378214,0
treatment 3,1378662,0
treatment 3,1379117,0
treatment 3,1379995,0
treatment 3,1380329,0
treatment 3,1381070,0
treatment 3,1381946,0
treatment 3,1383596,0
treatment 3,1384082,0
treatment 3,1384433,1
treatment 3,1386637,0
treatment 3,1386666,0
treatment 3,1386837,1
treatment 3,1387653,0
treatment 3,1388151,0
treatment 3,1388445,0
treatment 3,1388986,0
treatment 3,1389303,0
treatment 3,1389471,0
treatment 3,1389840,0
treatment 3,1390148,0
treatment 3,1390718,0
treatment 3,1390910,0
treatment 3,1391812,0
treatment 3,1391960,0
treatment 3,1392814,0
treatment 3,1393056,0
treatment 3,1393719,0
treatment 3,1395211,0
treatment 3,1396831,0
treatment 3,1397575,1
treatment 3,1399310,0
treatment 3,1402601,0
treatment 3,1403340,0
treatment 3,1404257,1
treatment 3,1404425,0
treatment 3,1405121,0
treatment 3,1405207,1
treatment 3,1405779,0
treatment 3,1405822,0
treatment 3,1406237,0
treatment 3,1406866,0
treatment 3,1407148,0
treatment 3,1411366,1
treatment 3,1411833,0
treatment 3,1411838,1
treatment 3,1412185,1
treatment 3,1412471,0
treatment 3,1413181,1
treatment 3,1413590,0
treatment 3,1414807,1
treatment 3,1414851,0
treatment 3,1415349,1
treatment 3,1417325,0
treatment 3,1417441,0
treatment 3,1417839,1
treatment 3,1418457,0
treatment 3,1418495,0
treatment 3,1420497,0
treatment 3,1420981,1
treatment 3,1421185,0
treatment 3,1421855,0
treatment 3,1421908,0
treatment 3,1423237,0
treatment 3,1423247,0
treatment 3,1426215,0
treatment 3,1426519,1
treatment 3,1426774,0
treatment 3,1428649,0
treatment 3,1428781,1
treatment 3,1428875,0
treatment 3,1429418,0
treatment 3,1429601,0
treatment 3,1431588,0
treatment 3,1432479,1
treatment 3,1433869,0
treatment 3,1433909,0
treatment 3,1434515,1
treatment 3,1436620,1
treatment 3,1438193,1
treatment 3,1439096,1
treatment 3,1440394,0
treatment 3,1440428,0
treatment 3,1440441,0
treatment 3,1441061,0
treatment 3,1441097,0
treatment 3,1442762,0
treatment 3,1443858,1
treatment 3,1445958,0
treatment 3,1446049,1
treatment 3,1447240,0
treatment 3,1448995,0
treatment 3,1451009,1
treatment 3,1451369,0
treatment 3,1452418,1
treatment 3,1452852,0
treatment 3,1453001,0
treatment 3,1453380,1
treatment 3,1453811,0
treatment 3,1456118,1
treatment 3,1456897,0
treatment 3,1457351,0
treatment 3,1458959,1
treatment 3,1459284,0
treatment 3,1459618,0
treatment 3,1460649,1
treatment 3,1460862,0
treatment 3,1461650,0
treatment 3,1462102,1
treatment 3,1462550,1
treatment 3,1463487,0
treatment 3,1463507,0
treatment 3,1464182,1
treatment 3,1465990,0
treatment 3,1467629,1
treatment 3,1467640,0
treatment 3,1469084,0
treatment 3,1469786,0
treatment 3,1470238,0
treatment 3,1471124,0
treatment 3,1471238,1
treatment 3,1472796,0
treatment 3,1473186,1
treatment 3,1473950,0
treatment 3,1474016,0
treatment 3,1474613,0
treatment 3,1476184,0
treatment 3,1476549,0
treatment 3,1478619,0
treatment 3,1480058,0
treatment 3,1482341,1
treatment 3,1482496,0
treatment 3,1484024,1
treatment 3,1484227,1
treatment 3,1484408,0
treatment 3,1484650,0
treatment 3,1484779,0
treatment 3,1485488,1
treatment 3,1485888,0
treatment 3,1486030,0
treatment 3,1486474,0
treatment 3,1487317,0
treatment 3,1488275,0
treatment 3,1488594,0
treatment 3,1488737,0
treatment 3,1489104,0
treatment 3,1489506,0
treatment 3,1489582,1
treatment 3,1489765,0
treatment 3,1490332,0
treatment 3,1490544,0
treatment 3,1491822,1
treatment 3,1493354,1
treatment 3,1493911,0
treatment 3,1494324,0
treatment 3,1494753,0
treatment 3,1495780,0
treatment 3,1496012,1
treatment 3,1499225,0
treatment 3,1501208,1
treatment 3,1501684,1
treatment 3,1504417,1
treatment 3,1505163,0
treatment 3,1505560,1
treatment 3,1506502,0
treatment 3,1508618,0
treatment 3,1509835,0
treatment 3,1510047,0
treatment 3,1511222,0
treatment 3,1511261,0
treatment 3,1512423,0
treatment 3,1512619,0
treatment 3,1512728,0
treatment 3,1512828,0
treatment 3,1514249,0
treatment 3,1515045,0
treatment 3,1515571,0
treatment 3,1515861,0
treatment 3,1516161,0
treatment 3,1518804,0
treatment 3,1519960,0
treatment 3,1519989,0
treatment 3,1520348,0
treatment 3,1524441,0
treatment 3,1524844,0
treatment 3,1526033,0
treatment 3,1527876,1
treatment 3,1528636,0
treatment 3,1528880,1
treatment 3,1528926,0
treatment 3,1530530,0
treatment 3,1531269,0
treatment 3,1531382,0
treatment 3,1531496,0
treatment 3,1532377,0
treatment 3,1532663,1
treatment 3,1532694,0
treatment 3,1532909,0
treatment 3,1534572,1
treatment 3,1537014,0
treatment 3,1537329,1
treatment 3,1537796,0
treatment 3,1538418,0
treatment 3,1538684,0
treatment 3,1539059,1
treatment 3,1541022,0
treatment 3,1541370,1
treatment 3,1541606,1
treatment 3,1542091,0
treatment 3,1545250,0
treatment 3,1545562,1
treatment 3,1545611,0
treatment 3,1548833,0
treatment 3,1549036,0
treatment 3,1549574,1
treatment 3,1550985,0
treatment 3,1551350,0
treatment 3,1552310,0
treatment 3,1552563,0
treatment 3,1552709,0
treatment 3,1555628,0
treatment 3,1555829,0
treatment 3,1556211,0
treatment 3,1556555,0
treatment 3,1557161,0
treatment 3,1557377,0
treatment 3,1557455,0
treatment 3,1558043,0
treatment 3,1558460,1
treatment 3,1558680,0
treatment 3,1559196,0
treatment 3,1559405,0
treatment 3,1559500,1
treatment 3,1560283,0
treatment 3,1561736,0
treatment 3,1562311,0
treatment 3,1562908,0
treatment 3,1564324,0
treatment 3,1564769,0
treatment 3,1565049,0
treatment 3,1567401,0
treatment 3,1569782,0
treatment 3,1570941,0
treatment 3,1571211,0
treatment 3,1571959,0
treatment 3,1572300,0
treatment 3,1572787,0
treatment 3,1572926,0
treatment 3,1574482,0
treatment 3,1576128,0
treatment 3,1576823,0
treatment 3,1576984,1
treatment 3,1577182,0
treatment 3,1578507,0
treatment 3,1581005,1
treatment 3,1581125,0
treatment 3,1583583,0
treatment 3,1583928,0
treatment 3,1584157,1
treatment 3,1585359,0
treatment 3,1585922,0
treatment 3,1586684,1
treatment 3,1587700,0
treatment 3,1587808,0
treatment 3,1588273,0
treatment 3,1588458,1
treatment 3,1588516,0
treatment 3,1589350,0
treatment 3,1589869,0
treatment 3,1594799,1
treatment 3,1594823,0
treatment 3,1594830,0
treatment 3,1595093,0
treatment 3,1595749,0
treatment 3,1596115,0
treatment 3,1596444,1
treatment 3,1597319,0
treatment 3,1597724,0
treatment 3,1597819,0
treatment 3,1599047,0
treatment 3,1599341,1
treatment 3,1600010,0
treatment 3,1600190,0
treatment 3,1600606,0
treatment 3,1604969,1
treatment 3,1605378,0
treatment 3,1605823,1
treatment 3,1605890,0
treatment 3,1606344,0
treatment 3,1606542,0
treatment 3,1607071,0
treatment 3,1607831,1
treatment 3,1608056,0
treatment 3,1609245,0
treatment 3,1610079,1
treatment 3,1611730,0
treatment 3,1613300,1
treatment 3,1614000,0
treatment 3,1615695,1
treatment 3,1616405,0
treatment 3,1616927,1
treatment 3,1617200,0
treatment 3,1617720,0
treatment 3,1618986,0
treatment 3,1619286,0
treatment 3,1620458,0
treatment 3,1621123,1
treatment 3,1621678,1
treatment 3,1621707,1
treatment 3,1621896,0
treatment 3,1622975,0
treatment 3,1624029,1
treatment 3,1624753,1
treatment 3,1625315,0
treatment 3,1625532,0
treatment 3,1626241,0
treatment 3,1626595,1
treatment 3,1626897,0
treatment 3,1627706,0
treatment 3,1628514,0
treatment 3,1628648,0
treatment 3,1630257,1
treatment 3,1633062,0
treatment 3,1633711,1
treatment 3,1634374,0
treatment 3,1636060,0
treatment 3,1636211,0
treatment 3,1636309,0
treatment 3,1637063,0
treatment 3,1637964,0
treatment 3,1639035,0
treatment 3,1639591,0
treatment 3,1639714,0
treatment 3,1640166,0
treatment 3,1640807,0
treatment 3,1641317,1
treatment 3,1641576,0
treatment 3,1643207,0
treatment 3,1645805,0
treatment 3,1645993,1
treatment 3,1646451,0
treatment 3,1646520,0
treatment 3,1646838,0
treatment 3,1647146,0
treatment 3,1647567,1
treatment 3,1648760,0
treatment 3,1649099,0
treatment 3,1650792,0
treatment 3,1650842,1
treatment 3,1651295,0
treatment 3,1652585,0
treatment 3,1653976,0
treatment 3,1654381,1
treatment 3,1654697,0
treatment 3,1655113,0
treatment 3,1655214,1
treatment 3,1655367,1
treatment 3,1655937,1
treatment 3,1657733,1
treatment 3,1659370,0
treatment 3,1659485,1
treatment 3,1659632,0
treatment 3,1659638,1
treatment 3,1659902,1
treatment 3,1659958,0
treatment 3,1661130,0
treatment 3,1662026,0
treatment 3,1662080,0
treatment 3,1662151,0
treatment 3,1662498,0
treatment 3,1662535,0
treatment 3,1662996,0
treatment 3,1662999,0
treatment 3,1664532,1
treatment 3,1664655,0
treatment 3,1665329,1
treatment 3,1666086,0
treatment 3,1667094,0
treatment 3,1671240,1
treatment 3,1671767,1
treatment 3,1672847,0
treatment 3,1674593,0
treatment 3,1674630,1
treatment 3,1674717,0
treatment 3,1675062,1
treatment 3,1678104,0
treatment 3,1678188,0
treatment 3,1679253,1
treatment 3,1680609,0
treatment 3,1680651,0
treatment 3,1681106,0
treatment 3,1681521,0
treatment 3,1681828,1
treatment 3,1681887,0
treatment 3,1683685,0
treatment 3,1684369,0
treatment 3,1684587,0
treatment 3,1685396,0
treatment 3,1685426,1
treatment 3,1686026,0
treatment 3,1686342,0
treatment 3,1687290,0
treatment 3,1687429,0
treatment 3,1687465,0
treatment 3,1688997,0
treatment 3,1689529,1
treatment 3,1689790,0
treatment 3,1689882,0
treatment 3,1690993,0
treatment 3,1691003,0
treatment 3,1691338,0
treatment 3,1693251,0
treatment 3,1693851,0
treatment 3,1694005,0
treatment 3,1696058,0
treatment 3,1696809,0
treatment 3,1697336,0
treatment 3,1697690,0
treatment 3,1698051,0
treatment 3,1698519,0
treatment 3,1699369,0
treatment 3,1699546,0
treatment 3,1700413,1
treatment 3,1701896,0
treatment 3,1703067,0
treatment 3,1703317,0
treatment 3,1704781,0
treatment 3,1705110,0
treatment 3,1705255,0
treatment 3,1705669,0
treatment 3,1706186,0
treatment 3,1706859,0
treatment 3,1708060,0
treatment 3,1708103,0
treatment 3,1711778,0
treatment 3,1712372,0
treatment 3,1712874,0
treatment 3,1713740,0
treatment 3,1714429,0
treatment 3,1714913,0
treatment 3,1715300,1
treatment 3,1715887,0
treatment 3,1716430,0
treatment 3,1716900,0
treatment 3,1717074,0
treatment 3,1717140,1
treatment 3,1718631,0
treatment 3,1719055,0
treatment 3,1719335,0
treatment 3,1719854,0
treatment 3,1723378,0
treatment 3,1723728,0
treatment 3,1724709,0
treatment 3,1724877,1
treatment 3,1725489,0
treatment 3,1725935,0
treatment 3,1726185,0
treatment 3,1729536,0
treatment 3,1730241,1
treatment 3,1730560,0
treatment 3,1732611,0
treatment 3,1732994,0
treatment 3,1733891,0
treatment 3,1734345,1
treatment 3,1734911,0
treatment 3,1735000,0
treatment 3,1736007,0
treatment 3,1736143,1
treatment 3,1736483,0
treatment 3,1736593,0
treatment 3,1737316,0
treatment 3,1739436,1
treatment 3,1740096,0
treatment 3,1741939,0
treatment 3,1744153,0
treatment 3,1745780,0
treatment 3,1747001,0
treatment 3,1748329,1
treatment 3,1749380,0
treatment 3,1749746,0
treatment 3,1750530,0
treatment 3,1750680,1
treatment 3,1751403,0
treatment 3,1752063,1
treatment 3,1752733,1
treatment 3,1753033,0
treatment 3,1753201,0
treatment 3,1753658,0
treatment 3,1754494,0
treatment 3,1754629,1
treatment 3,1755714,0
treatment 3,1756500,1
treatment 3,1757094,0
treatment 3,1758003,0
treatment 3,1760227,1
treatment 3,1761350,1
treatment 3,1761561,1
treatment 3,1762085,1
treatment 3,1762596,0
treatment 3,1762990,1
treatment 3,1763481,0
treatment 3,1763691,1
treatment 3,1763731,0
treatment 3,1766740,0
treatment 3,1766815,0
treatment 3,1768252,0
treatment 3,1769515,0
treatment 3,1771836,1
treatment 3,1772893,0
treatment 3,1773027,0
treatment 3,1773454,0
treatment 3,1773788,1
treatment 3,1775087,0
treatment 3,1775819,0
treatment 3,1777274,0
treatment 3,1777658,0
treatment 3,1777990,1
treatment 3,1778704,0
treatment 3,1779222,0
treatment 3,1780417,0
treatment 3,1780829,0
treatment 3,1782577,0
treatment 3,1782717,1
treatment 3,1782818,0
treatment 3,1783907,0
treatment 3,1786111,0
treatment 3,1786855,0
treatment 3,1786980,0
treatment 3,1789975,0
treatment 3,1790279,0
treatment 3,1790521,0
treatment 3,1791384,1
treatment 3,1792000,0
treatment 3,1792526,0
treatment 3,1792600,0
treatment 3,1793881,0
treatment 3,1794224,0
treatment 3,1794577,0
treatment 3,1794697,1
treatment 3,1794941,0
treatment 3,1794996,1
treatment 3,1795398,1
treatment 3,1796041,0
treatment 3,1796592,0
treatment 3,1797972,0
treatment 3,1798363,0
treatment 3,1800941,0
treatment 3,1801127,0
treatment 3,1802446,0
treatment 3,1802849,1
treatment 3,1803000,0
treatment 3,1803361,0
treatment 3,1803369,0
treatment 3,1804628,0
treatment 3,1804672,0
treatment 3,1806758,0
treatment 3,1809456,0
treatment 3,1809940,0
treatment 3,1810763,0
treatment 3,1811331,0
treatment 3,1813090,0
treatment 3,1813728,0
treatment 3,1813796,1
treatment 3,1815165,1
treatment 3,1815858,1
treatment 3,1816083,1
treatment 3,1816425,0
treatment 3,1819358,0
treatment 3,1820236,0
treatment 3,1821461,0
treatment 3,1821513,0
treatment 3,1825131,0
treatment 3,1825390,1
treatment 3,1825770,0
treatment 3,1826682,1
treatment 3,1828845,0
treatment 3,1829239,1
treatment 3,1829478,0
treatment 3,1830470,0
treatment 3,1831983,0
treatment 3,1832513,0
treatment 3,1833320,0
treatment 3,1833853,1
treatment 3,1835667,0
treatment 3,1836256,0
treatment 3,1836634,0
treatment 3,1837907,0
treatment 3,1838055,0
treatment 3,1838319,0
treatment 3,1839179,0
treatment 3,1840020,0
treatment 3,1840338,0
treatment 3,1840828,0
treatment 3,1840943,1
treatment 3,1841708,0
treatment 3,1842764,0
treatment 3,1843272,0
treatment 3,1843757,1
treatment 3,1844817,0
treatment 3,1845156,0
treatment 3,1845390,0
treatment 3,1846189,0
treatment 3,1846812,0
treatment 3,1847580,0
treatment 3,1847684,0
treatment 3,1848463,0
treatment 3,1848984,0
treatment 3,1849270,0
treatment 3,1849342,0
treatment 3,1849990,0
treatment 3,1850236,0
treatment 3,1850275,0
treatment 3,1851787,0
treatment 3,1851846,0
treatment 3,1852006,0
treatment 3,1852349,0
treatment 3,1852495,1
treatment 3,1853933,0
treatment 3,1853957,1
treatment 3,1855121,1
treatment 3,1855693,0
treatment 3,1856189,0
treatment 3,1856602,0
treatment 3,1856608,0
treatment 3,1858481,0
treatment 3,1863641,0
treatment 3,1866516,0
treatment 3,1867585,0
treatment 3,1868835,0
treatment 3,1870639,0
treatment 3,1872427,0
treatment 3,1873034,1
treatment 3,1873382,0
treatment 3,1874573,0
treatment 3,1875423,0
treatment 3,1875545,0
treatment 3,1876489,0
treatment 3,1876797,0
treatment 3,1878911,0
treatment 3,1879621,1
treatment 3,1880353,0
treatment 3,1881540,0
treatment 3,1884143,0
treatment 3,1885405,0
treatment 3,1885763,0
treatment 3,1886087,0
treatment 3,1888085,0
treatment 3,1888767,0
treatment 3,1890330,0
treatment 3,1890334,0
treatment 3,1890399,1
treatment 3,1891432,0
treatment 3,1895244,0
treatment 3,1897524,0
treatment 3,1899498,0
treatment 3,1899814,0
treatment 3,1901532,0
treatment 3,1902292,1
treatment 3,1902761,1
treatment 3,1902823,0
treatment 3,1904090,0
treatment 3,1904391,0
treatment 3,1905662,0
treatment 3,1906857,0
treatment 3,1907899,1
treatment 3,1909070,0
treatment 3,1909258,0
treatment 3,1910715,0
treatment 3,1910860,0
treatment 3,1911530,0
treatment 3,1912392,0
treatment 3,1913024,1
treatment 3,1913783,0
treatment 3,1915287,0
treatment 3,1917151,0
treatment 3,1918024,0
treatment 3,1919037,0
treatment 3,1919122,0
treatment 3,1920052,1
treatment 3,1923667,1
treatment 3,1925233,1
treatment 3,1926875,0
treatment 3,1928228,0
treatment 3,1928983,0
treatment 3,1929228,0
treatment 3,1929771,0
treatment 3,1929797,0
treatment 3,1930321,0
treatment 3,1930992,0
treatment 3,1931051,0
treatment 3,1931364,0
treatment 3,1932215,0
treatment 3,1932411,0
treatment 3,1934012,0
treatment 3,1934656,1
treatment 3,1935879,0
treatment 3,1935955,0
treatment 3,1937263,0
treatment 3,1938110,0
treatment 3,1938475,1
treatment 3,1939629,0
treatment 3,1943054,0
treatment 3,1943676,1
treatment 3,1943977,0
treatment 3,1945736,0
treatment 3,1947104,0
treatment 3,1947704,0
treatment 3,1947787,0
treatment 3,1953147,0
treatment 3,1954109,0
treatment 3,1954684,0
treatment 3,1955751,0
treatment 3,1956807,0
treatment 3,1956976,1
treatment 3,1957307,1
treatment 3,1957382,0
treatment 3,1958085,0
treatment 3,1958117,0
treatment 3,1958184,1
treatment 3,1959906,1
treatment 3,1960211,0
treatment 3,1960444,1
treatment 3,1960507,0
treatment 3,1962494,1
treatment 3,1963592,1
treatment 3,1964092,0
treatment 3,1964152,1
treatment 3,1964656,1
treatment 3,1965529,0
treatment 3,1966359,0
treatment 3,1967329,0
treatment 3,1967382,0
treatment 3,1969606,1
treatment 3,1970455,0
treatment 3,1972322,0
treatment 3,1972687,0
treatment 3,1972953,0
treatment 3,1980394,1
treatment 3,1983312,0
treatment 3,1983767,0
treatment 3,1985945,0
treatment 3,1985997,0
treatment 3,1986187,0
treatment 3,1986301,0
treatment 3,1987411,1
treatment 3,1987696,0
treatment 3,1987846,0
treatment 3,1988837,0
treatment 3,1989035,0
treatment 3,1989591,0
treatment 3,1989934,0
treatment 3,1990143,1
treatment 3,1991820,0
treatment 3,1992062,0
treatment 3,1992592,1
treatment 3,1993391,0
treatment 3,1994122,0
treatment 3,1994316,1
treatment 3,1994341,0
treatment 3,1994571,0
treatment 3,1994701,1
treatment 3,1995167,0
treatment 3,1995372,0
treatment 3,1997505,0
treatment 3,1997864,1
treatment 3,1998315,0
treatment 3,1998579,0
treatment 3,1999058,0
treatment 3,1999278,1
treatment 3,1999451,0
treatment 3,2185303,1
treatment 3,2285303,1
treatment 3,2532663,1
